1, none, minecraft:the_void, MONSTER, mna:lantern_wraith, 10, 1, 3
3469, icy, biomesoplenty:snowy_fir_clearing, CREATURE, snuffles:snuffle, 10, 4, 4
3470, icy, biomesoplenty:snowy_fir_clearing, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3471, icy, biomesoplenty:snowy_fir_clearing, AMBIENT, minecraft:bat, 10, 8, 8
3472, icy, biomesoplenty:snowy_fir_clearing, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3473, icy, biomesoplenty:snowy_maple_woods, MONSTER, minecraft:spider, 50, 4, 4
3474, icy, biomesoplenty:snowy_maple_woods, MONSTER, minecraft:zombie, 50, 4, 4
3475, icy, biomesoplenty:snowy_maple_woods, MONSTER, minecraft:zombie_villager, 10, 1, 1
3476, icy, biomesoplenty:snowy_maple_woods, MONSTER, minecraft:skeleton, 50, 4, 4
3477, icy, biomesoplenty:snowy_maple_woods, MONSTER, minecraft:slime, 50, 4, 4
3478, icy, biomesoplenty:snowy_maple_woods, MONSTER, minecraft:enderman, 5, 1, 4
3479, icy, biomesoplenty:snowy_maple_woods, MONSTER, minecraft:witch, 5, 1, 1
3480, icy, biomesoplenty:snowy_maple_woods, MONSTER, vampirism:vampire, 50, 1, 3
3481, icy, biomesoplenty:snowy_maple_woods, MONSTER, vampirism:advanced_vampire, 26, 1, 1
3482, icy, biomesoplenty:snowy_maple_woods, MONSTER, creeperoverhaul:snowy_creeper, 50, 2, 2
3483, icy, biomesoplenty:snowy_maple_woods, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
3484, icy, biomesoplenty:snowy_maple_woods, MONSTER, graveyard:ghoul, 25, 2, 5
3485, icy, biomesoplenty:snowy_maple_woods, MONSTER, graveyard:revenant, 25, 5, 8
3486, icy, biomesoplenty:snowy_maple_woods, MONSTER, graveyard:reaper, 10, 2, 3
3487, icy, biomesoplenty:snowy_maple_woods, MONSTER, graveyard:nightmare, 10, 1, 1
3488, icy, biomesoplenty:snowy_maple_woods, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
3489, icy, biomesoplenty:snowy_maple_woods, MONSTER, graveyard:acolyte, 10, 2, 3
3490, icy, biomesoplenty:snowy_maple_woods, MONSTER, mna:witch_hunter, 16, 1, 3
3491, icy, biomesoplenty:snowy_maple_woods, MONSTER, mna:pixie, 16, 1, 3
3492, icy, biomesoplenty:snowy_maple_woods, MONSTER, mna:hulking_zombie, 16, 1, 3
3493, icy, biomesoplenty:snowy_maple_woods, MONSTER, mna:mushroom_soldier, 16, 1, 3
3494, icy, biomesoplenty:snowy_maple_woods, MONSTER, mna:spell_breaker, 16, 1, 3
3495, icy, biomesoplenty:snowy_maple_woods, MONSTER, mna:skeleton_assassin, 16, 1, 3
3496, icy, biomesoplenty:snowy_maple_woods, MONSTER, player_mobs:player_mob, 50, 1, 4
3497, icy, biomesoplenty:snowy_maple_woods, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
3498, icy, biomesoplenty:snowy_maple_woods, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
3499, icy, biomesoplenty:snowy_maple_woods, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
3500, icy, biomesoplenty:snowy_maple_woods, MONSTER, quark:stoneling, 50, 1, 1
3501, icy, biomesoplenty:snowy_maple_woods, MONSTER, quark:toretoise, 50, 2, 4
3502, icy, biomesoplenty:snowy_maple_woods, CREATURE, minecraft:wolf, 10, 4, 4
3503, icy, biomesoplenty:snowy_maple_woods, CREATURE, minecraft:rabbit, 10, 2, 3
3504, icy, biomesoplenty:snowy_maple_woods, CREATURE, minecraft:fox, 10, 2, 4
3505, icy, biomesoplenty:snowy_maple_woods, CREATURE, snuffles:snuffle, 10, 4, 4
3506, icy, biomesoplenty:snowy_maple_woods, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3507, icy, biomesoplenty:snowy_maple_woods, AMBIENT, minecraft:bat, 10, 8, 8
3508, icy, biomesoplenty:snowy_maple_woods, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3509, none, biomesoplenty:tropics, MONSTER, minecraft:spider, 50, 4, 4
3510, none, biomesoplenty:tropics, MONSTER, minecraft:zombie, 50, 4, 4
3511, none, biomesoplenty:tropics, MONSTER, minecraft:zombie_villager, 10, 1, 1
3512, none, biomesoplenty:tropics, MONSTER, minecraft:skeleton, 50, 4, 4
3513, none, biomesoplenty:tropics, MONSTER, minecraft:creeper, 50, 4, 4
3514, none, biomesoplenty:tropics, MONSTER, minecraft:slime, 50, 4, 4
3515, none, biomesoplenty:tropics, MONSTER, minecraft:enderman, 5, 1, 4
3516, none, biomesoplenty:tropics, MONSTER, minecraft:witch, 5, 1, 1
3517, none, biomesoplenty:tropics, MONSTER, vampirism:vampire, 50, 1, 3
3518, none, biomesoplenty:tropics, MONSTER, vampirism:advanced_vampire, 26, 1, 1
3519, none, biomesoplenty:tropics, MONSTER, mna:lantern_wraith, 10, 1, 3
3520, none, biomesoplenty:tropics, MONSTER, player_mobs:player_mob, 50, 1, 4
3521, none, biomesoplenty:tropics, MONSTER, quark:stoneling, 50, 1, 1
3522, none, biomesoplenty:tropics, MONSTER, quark:toretoise, 50, 2, 4
3523, none, biomesoplenty:tropics, CREATURE, minecraft:chicken, 10, 4, 4
3524, none, biomesoplenty:tropics, CREATURE, minecraft:pig, 10, 4, 4
3525, none, biomesoplenty:tropics, CREATURE, minecraft:parrot, 40, 1, 2
3526, none, biomesoplenty:tropics, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3527, none, biomesoplenty:tropics, AMBIENT, minecraft:bat, 10, 8, 8
3528, none, biomesoplenty:tropics, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3529, none, biomesoplenty:tropics, WATER_CREATURE, minecraft:squid, 10, 4, 4
3530, none, biomesoplenty:tropics, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
3531, none, biomesoplenty:tropics, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
3532, none, biomesoplenty:tropics, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
3533, taiga, biomesoplenty:tundra, MONSTER, minecraft:spider, 50, 4, 4
3534, taiga, biomesoplenty:tundra, MONSTER, minecraft:zombie, 50, 4, 4
3535, taiga, biomesoplenty:tundra, MONSTER, minecraft:zombie_villager, 10, 1, 1
3536, taiga, biomesoplenty:tundra, MONSTER, minecraft:skeleton, 50, 4, 4
3537, taiga, biomesoplenty:tundra, MONSTER, minecraft:slime, 50, 4, 4
3538, taiga, biomesoplenty:tundra, MONSTER, minecraft:enderman, 5, 1, 4
3539, taiga, biomesoplenty:tundra, MONSTER, minecraft:witch, 5, 1, 1
3540, taiga, biomesoplenty:tundra, MONSTER, vampirism:vampire, 50, 1, 3
3541, taiga, biomesoplenty:tundra, MONSTER, vampirism:advanced_vampire, 26, 1, 1
3542, taiga, biomesoplenty:tundra, MONSTER, creeperoverhaul:spruce_creeper, 50, 2, 2
3543, taiga, biomesoplenty:tundra, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
3544, taiga, biomesoplenty:tundra, MONSTER, graveyard:ghoul, 25, 2, 5
3545, taiga, biomesoplenty:tundra, MONSTER, graveyard:revenant, 25, 5, 8
3546, taiga, biomesoplenty:tundra, MONSTER, graveyard:reaper, 10, 2, 3
3547, taiga, biomesoplenty:tundra, MONSTER, graveyard:nightmare, 10, 1, 1
3548, taiga, biomesoplenty:tundra, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
3549, taiga, biomesoplenty:tundra, MONSTER, graveyard:acolyte, 10, 2, 3
3550, taiga, biomesoplenty:tundra, MONSTER, mna:witch_hunter, 16, 1, 3
3551, taiga, biomesoplenty:tundra, MONSTER, mna:pixie, 16, 1, 3
3552, taiga, biomesoplenty:tundra, MONSTER, mna:hulking_zombie, 16, 1, 3
3553, taiga, biomesoplenty:tundra, MONSTER, mna:mushroom_soldier, 16, 1, 3
3554, taiga, biomesoplenty:tundra, MONSTER, mna:spell_breaker, 16, 1, 3
3555, taiga, biomesoplenty:tundra, MONSTER, mna:skeleton_assassin, 16, 1, 3
3556, taiga, biomesoplenty:tundra, MONSTER, player_mobs:player_mob, 50, 1, 4
3557, taiga, biomesoplenty:tundra, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
3558, taiga, biomesoplenty:tundra, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
3559, taiga, biomesoplenty:tundra, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
3560, taiga, biomesoplenty:tundra, MONSTER, quark:stoneling, 50, 1, 1
3561, taiga, biomesoplenty:tundra, MONSTER, quark:toretoise, 50, 2, 4
3562, taiga, biomesoplenty:tundra, CREATURE, minecraft:wolf, 10, 4, 4
3563, taiga, biomesoplenty:tundra, CREATURE, elwms:elwms, 10, 2, 3
3564, taiga, biomesoplenty:tundra, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3565, taiga, biomesoplenty:tundra, AMBIENT, minecraft:bat, 10, 8, 8
3566, taiga, biomesoplenty:tundra, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3567, desert, biomesoplenty:volcanic_plains, MONSTER, minecraft:spider, 50, 4, 4
3568, desert, biomesoplenty:volcanic_plains, MONSTER, minecraft:zombie, 50, 4, 4
3569, desert, biomesoplenty:volcanic_plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
3570, desert, biomesoplenty:volcanic_plains, MONSTER, minecraft:skeleton, 50, 4, 4
3571, desert, biomesoplenty:volcanic_plains, MONSTER, minecraft:slime, 50, 4, 4
3572, desert, biomesoplenty:volcanic_plains, MONSTER, minecraft:enderman, 5, 1, 4
3573, desert, biomesoplenty:volcanic_plains, MONSTER, minecraft:witch, 5, 1, 1
3574, desert, biomesoplenty:volcanic_plains, MONSTER, vampirism:vampire, 50, 1, 3
3575, desert, biomesoplenty:volcanic_plains, MONSTER, vampirism:advanced_vampire, 26, 1, 1
3576, desert, biomesoplenty:volcanic_plains, MONSTER, creeperoverhaul:desert_creeper, 50, 2, 2
3577, desert, biomesoplenty:volcanic_plains, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
3578, desert, biomesoplenty:volcanic_plains, MONSTER, graveyard:ghoul, 25, 2, 5
3579, desert, biomesoplenty:volcanic_plains, MONSTER, graveyard:revenant, 25, 5, 8
3580, desert, biomesoplenty:volcanic_plains, MONSTER, graveyard:reaper, 10, 2, 3
3581, desert, biomesoplenty:volcanic_plains, MONSTER, graveyard:nightmare, 10, 1, 1
3582, desert, biomesoplenty:volcanic_plains, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
3583, desert, biomesoplenty:volcanic_plains, MONSTER, graveyard:acolyte, 10, 2, 3
3584, desert, biomesoplenty:volcanic_plains, MONSTER, mna:witch_hunter, 16, 1, 3
3585, desert, biomesoplenty:volcanic_plains, MONSTER, mna:pixie, 16, 1, 3
3586, desert, biomesoplenty:volcanic_plains, MONSTER, mna:hulking_zombie, 16, 1, 3
3587, desert, biomesoplenty:volcanic_plains, MONSTER, mna:mushroom_soldier, 16, 1, 3
3588, desert, biomesoplenty:volcanic_plains, MONSTER, mna:spell_breaker, 16, 1, 3
3589, desert, biomesoplenty:volcanic_plains, MONSTER, mna:skeleton_assassin, 16, 1, 3
3590, desert, biomesoplenty:volcanic_plains, MONSTER, player_mobs:player_mob, 50, 1, 4
3591, desert, biomesoplenty:volcanic_plains, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
3592, desert, biomesoplenty:volcanic_plains, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
3593, desert, biomesoplenty:volcanic_plains, MONSTER, quark:stoneling, 50, 1, 1
3594, desert, biomesoplenty:volcanic_plains, MONSTER, quark:toretoise, 50, 2, 4
3595, desert, biomesoplenty:volcanic_plains, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3596, desert, biomesoplenty:volcanic_plains, CREATURE, quark:crab, 10, 1, 3
3597, desert, biomesoplenty:volcanic_plains, AMBIENT, minecraft:bat, 10, 8, 8
3598, desert, biomesoplenty:volcanic_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3599, desert, biomesoplenty:volcano, MONSTER, minecraft:spider, 50, 4, 4
3600, desert, biomesoplenty:volcano, MONSTER, minecraft:zombie, 50, 4, 4
3601, desert, biomesoplenty:volcano, MONSTER, minecraft:zombie_villager, 10, 1, 1
3602, desert, biomesoplenty:volcano, MONSTER, minecraft:skeleton, 50, 4, 4
3603, desert, biomesoplenty:volcano, MONSTER, minecraft:slime, 50, 4, 4
3604, desert, biomesoplenty:volcano, MONSTER, minecraft:enderman, 5, 1, 4
3605, desert, biomesoplenty:volcano, MONSTER, minecraft:witch, 5, 1, 1
3606, desert, biomesoplenty:volcano, MONSTER, vampirism:vampire, 50, 1, 3
3607, desert, biomesoplenty:volcano, MONSTER, vampirism:advanced_vampire, 26, 1, 1
3608, desert, biomesoplenty:volcano, MONSTER, creeperoverhaul:desert_creeper, 50, 2, 2
3609, desert, biomesoplenty:volcano, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
3610, desert, biomesoplenty:volcano, MONSTER, graveyard:ghoul, 25, 2, 5
3611, desert, biomesoplenty:volcano, MONSTER, graveyard:revenant, 25, 5, 8
3612, desert, biomesoplenty:volcano, MONSTER, graveyard:reaper, 10, 2, 3
3613, desert, biomesoplenty:volcano, MONSTER, graveyard:nightmare, 10, 1, 1
3614, desert, biomesoplenty:volcano, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
3615, desert, biomesoplenty:volcano, MONSTER, graveyard:acolyte, 10, 2, 3
3616, desert, biomesoplenty:volcano, MONSTER, mna:witch_hunter, 16, 1, 3
3617, desert, biomesoplenty:volcano, MONSTER, mna:pixie, 16, 1, 3
3618, desert, biomesoplenty:volcano, MONSTER, mna:hulking_zombie, 16, 1, 3
3619, desert, biomesoplenty:volcano, MONSTER, mna:mushroom_soldier, 16, 1, 3
3620, desert, biomesoplenty:volcano, MONSTER, mna:spell_breaker, 16, 1, 3
3621, desert, biomesoplenty:volcano, MONSTER, mna:skeleton_assassin, 16, 1, 3
3622, desert, biomesoplenty:volcano, MONSTER, player_mobs:player_mob, 50, 1, 4
3623, desert, biomesoplenty:volcano, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
3624, desert, biomesoplenty:volcano, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
3625, desert, biomesoplenty:volcano, MONSTER, quark:stoneling, 50, 1, 1
3626, desert, biomesoplenty:volcano, MONSTER, quark:toretoise, 50, 2, 4
3627, desert, biomesoplenty:volcano, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3628, desert, biomesoplenty:volcano, CREATURE, quark:shiba, 40, 1, 3
3629, desert, biomesoplenty:volcano, AMBIENT, minecraft:bat, 10, 8, 8
3630, desert, biomesoplenty:volcano, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3631, desert, biomesoplenty:wasteland, MONSTER, minecraft:spider, 50, 4, 4
3632, desert, biomesoplenty:wasteland, MONSTER, minecraft:zombie, 50, 4, 4
3633, desert, biomesoplenty:wasteland, MONSTER, minecraft:zombie_villager, 10, 1, 1
3634, desert, biomesoplenty:wasteland, MONSTER, minecraft:skeleton, 50, 4, 4
3635, desert, biomesoplenty:wasteland, MONSTER, minecraft:slime, 50, 4, 4
3636, desert, biomesoplenty:wasteland, MONSTER, minecraft:enderman, 5, 1, 4
3637, desert, biomesoplenty:wasteland, MONSTER, minecraft:witch, 5, 1, 1
3638, desert, biomesoplenty:wasteland, MONSTER, minecraft:husk, 50, 4, 4
3639, desert, biomesoplenty:wasteland, MONSTER, vampirism:vampire, 50, 1, 3
3640, desert, biomesoplenty:wasteland, MONSTER, vampirism:advanced_vampire, 26, 1, 1
3641, desert, biomesoplenty:wasteland, MONSTER, creeperoverhaul:desert_creeper, 50, 2, 2
3642, desert, biomesoplenty:wasteland, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
3643, desert, biomesoplenty:wasteland, MONSTER, graveyard:ghoul, 25, 2, 5
3644, desert, biomesoplenty:wasteland, MONSTER, graveyard:revenant, 25, 5, 8
3645, desert, biomesoplenty:wasteland, MONSTER, graveyard:reaper, 10, 2, 3
3646, desert, biomesoplenty:wasteland, MONSTER, graveyard:nightmare, 10, 1, 1
3647, desert, biomesoplenty:wasteland, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
3648, desert, biomesoplenty:wasteland, MONSTER, graveyard:acolyte, 10, 2, 3
3649, desert, biomesoplenty:wasteland, MONSTER, mna:witch_hunter, 16, 1, 3
3650, desert, biomesoplenty:wasteland, MONSTER, mna:pixie, 16, 1, 3
3651, desert, biomesoplenty:wasteland, MONSTER, mna:hulking_zombie, 16, 1, 3
3652, desert, biomesoplenty:wasteland, MONSTER, mna:mushroom_soldier, 16, 1, 3
3653, desert, biomesoplenty:wasteland, MONSTER, mna:spell_breaker, 16, 1, 3
3654, desert, biomesoplenty:wasteland, MONSTER, mna:skeleton_assassin, 16, 1, 3
3655, desert, biomesoplenty:wasteland, MONSTER, player_mobs:player_mob, 50, 1, 4
3656, desert, biomesoplenty:wasteland, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
3657, desert, biomesoplenty:wasteland, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
3658, desert, biomesoplenty:wasteland, MONSTER, quark:stoneling, 50, 1, 1
3659, desert, biomesoplenty:wasteland, MONSTER, quark:toretoise, 50, 2, 4
3660, desert, biomesoplenty:wasteland, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3661, desert, biomesoplenty:wasteland, AMBIENT, minecraft:bat, 10, 8, 8
3662, desert, biomesoplenty:wasteland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3663, swamp, biomesoplenty:wetland, MONSTER, minecraft:spider, 50, 4, 4
3664, swamp, biomesoplenty:wetland, MONSTER, minecraft:zombie, 50, 4, 4
3665, swamp, biomesoplenty:wetland, MONSTER, minecraft:zombie_villager, 10, 1, 1
3666, swamp, biomesoplenty:wetland, MONSTER, minecraft:skeleton, 50, 4, 4
3667, swamp, biomesoplenty:wetland, MONSTER, minecraft:slime, 50, 4, 4
3668, swamp, biomesoplenty:wetland, MONSTER, minecraft:enderman, 5, 1, 4
3669, swamp, biomesoplenty:wetland, MONSTER, minecraft:witch, 5, 1, 1
3670, swamp, biomesoplenty:wetland, MONSTER, vampirism:vampire, 50, 1, 3
3671, swamp, biomesoplenty:wetland, MONSTER, vampirism:advanced_vampire, 26, 1, 1
3672, swamp, biomesoplenty:wetland, MONSTER, creeperoverhaul:swamp_creeper, 50, 2, 2
3673, swamp, biomesoplenty:wetland, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
3674, swamp, biomesoplenty:wetland, MONSTER, graveyard:ghoul, 25, 2, 5
3675, swamp, biomesoplenty:wetland, MONSTER, graveyard:revenant, 25, 5, 8
3676, swamp, biomesoplenty:wetland, MONSTER, graveyard:reaper, 10, 2, 3
3677, swamp, biomesoplenty:wetland, MONSTER, graveyard:nightmare, 10, 1, 1
3678, swamp, biomesoplenty:wetland, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
3679, swamp, biomesoplenty:wetland, MONSTER, graveyard:acolyte, 10, 2, 3
3680, swamp, biomesoplenty:wetland, MONSTER, mna:witch_hunter, 16, 1, 3
3681, swamp, biomesoplenty:wetland, MONSTER, mna:pixie, 16, 1, 3
3682, swamp, biomesoplenty:wetland, MONSTER, mna:hulking_zombie, 16, 1, 3
3683, swamp, biomesoplenty:wetland, MONSTER, mna:mushroom_soldier, 16, 1, 3
3684, swamp, biomesoplenty:wetland, MONSTER, mna:spell_breaker, 16, 1, 3
3685, swamp, biomesoplenty:wetland, MONSTER, mna:skeleton_assassin, 16, 1, 3
3686, swamp, biomesoplenty:wetland, MONSTER, player_mobs:player_mob, 50, 1, 4
3687, swamp, biomesoplenty:wetland, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
3688, swamp, biomesoplenty:wetland, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
3689, swamp, biomesoplenty:wetland, MONSTER, quark:stoneling, 50, 1, 1
3690, swamp, biomesoplenty:wetland, MONSTER, quark:toretoise, 50, 2, 4
3691, swamp, biomesoplenty:wetland, CREATURE, minecraft:pig, 10, 4, 4
3692, swamp, biomesoplenty:wetland, CREATURE, minecraft:fox, 10, 2, 4
3693, swamp, biomesoplenty:wetland, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
3694, swamp, biomesoplenty:wetland, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
3695, swamp, biomesoplenty:wetland, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3696, swamp, biomesoplenty:wetland, CREATURE, quark:frog, 40, 1, 3
3697, swamp, biomesoplenty:wetland, AMBIENT, minecraft:bat, 10, 8, 8
3698, swamp, biomesoplenty:wetland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3699, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:spider, 50, 4, 4
3700, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:zombie, 50, 4, 4
3701, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
3702, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:skeleton, 50, 4, 4
3703, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:slime, 50, 4, 4
3704, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:enderman, 5, 1, 4
3705, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:witch, 5, 1, 1
3706, savanna, biomesoplenty:wooded_scrubland, MONSTER, vampirism:vampire, 50, 1, 3
3707, savanna, biomesoplenty:wooded_scrubland, MONSTER, vampirism:advanced_vampire, 26, 1, 1
3708, savanna, biomesoplenty:wooded_scrubland, MONSTER, creeperoverhaul:savannah_creeper, 50, 2, 2
3709, savanna, biomesoplenty:wooded_scrubland, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
3710, savanna, biomesoplenty:wooded_scrubland, MONSTER, graveyard:ghoul, 25, 2, 5
3711, savanna, biomesoplenty:wooded_scrubland, MONSTER, graveyard:revenant, 25, 5, 8
3712, savanna, biomesoplenty:wooded_scrubland, MONSTER, graveyard:reaper, 10, 2, 3
3713, savanna, biomesoplenty:wooded_scrubland, MONSTER, graveyard:nightmare, 10, 1, 1
3714, savanna, biomesoplenty:wooded_scrubland, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
3715, savanna, biomesoplenty:wooded_scrubland, MONSTER, graveyard:acolyte, 10, 2, 3
3716, savanna, biomesoplenty:wooded_scrubland, MONSTER, mna:witch_hunter, 16, 1, 3
3717, savanna, biomesoplenty:wooded_scrubland, MONSTER, mna:pixie, 16, 1, 3
3718, savanna, biomesoplenty:wooded_scrubland, MONSTER, mna:hulking_zombie, 16, 1, 3
3719, savanna, biomesoplenty:wooded_scrubland, MONSTER, mna:mushroom_soldier, 16, 1, 3
3720, savanna, biomesoplenty:wooded_scrubland, MONSTER, mna:spell_breaker, 16, 1, 3
3721, savanna, biomesoplenty:wooded_scrubland, MONSTER, mna:skeleton_assassin, 16, 1, 3
3722, savanna, biomesoplenty:wooded_scrubland, MONSTER, player_mobs:player_mob, 50, 1, 4
3723, savanna, biomesoplenty:wooded_scrubland, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
3724, savanna, biomesoplenty:wooded_scrubland, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
3725, savanna, biomesoplenty:wooded_scrubland, MONSTER, quark:stoneling, 50, 1, 1
3726, savanna, biomesoplenty:wooded_scrubland, MONSTER, quark:toretoise, 50, 2, 4
3727, savanna, biomesoplenty:wooded_scrubland, CREATURE, minecraft:sheep, 12, 4, 4
3728, savanna, biomesoplenty:wooded_scrubland, CREATURE, minecraft:pig, 10, 4, 4
3729, savanna, biomesoplenty:wooded_scrubland, CREATURE, minecraft:chicken, 10, 4, 4
3730, savanna, biomesoplenty:wooded_scrubland, CREATURE, minecraft:cow, 10, 4, 4
3731, savanna, biomesoplenty:wooded_scrubland, CREATURE, minecraft:horse, 10, 2, 6
3732, savanna, biomesoplenty:wooded_scrubland, CREATURE, minecraft:donkey, 10, 1, 3
3733, savanna, biomesoplenty:wooded_scrubland, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
3734, savanna, biomesoplenty:wooded_scrubland, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
